Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LANDED HOUSING DEVELOPMENT,"3,380,000","1,359.49","2,486",Feb-25,LORONG PAYA LEBAR,Resale,Land,126.3,"26,762",-,Terrace House,1,Freehold,19,Rest of Central Region,-
TANAH MERAH GREEN,"3,880,000","4,251.78",913,Feb-25,TANAH MERAH KECHIL RISE,Resale,Land,395,"9,823",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
MIMOSA TERRACE,"3,800,000","1,614.6","2,354",Feb-25,MIMOSA PLACE,Resale,Land,150,"25,333",-,Terrace House,1,Freehold,28,Outside Central Region,-
VICTORIA PARK VILLAS,"6,250,000","2,614.58","2,390",Feb-25,VICTORIA PARK GROVE,Resale,Land,242.9,"25,731",-,Semi-Detached House,1,99 yrs lease commencing from 2013,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"10,800,000","7,393.79","1,461",Feb-25,KHEAM HOCK ROAD,Resale,Land,686.9,"15,723",-,Detached House,1,Freehold,11,Core Central Region,-
THE RIVERINA,"2,850,000","2,694.23","1,058",Feb-25,RIVERINA CRESCENT,Resale,Land,250.3,"11,386",-,Terrace House,1,99 yrs lease commencing from 1996,18,Outside Central Region,-
PAVILION PARK,"3,900,000","1,740.54","2,241",Feb-25,PAVILION CIRCLE,Resale,Land,161.7,"24,119",-,Terrace House,1,Freehold,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,750,000","1,849.26","2,028",Feb-25,BELIMBING AVENUE,Resale,Land,171.8,"21,828",-,Terrace House,1,Freehold,13,Rest of Central Region,-
MACPHERSON GARDEN ESTATE,"3,450,000","1,342.27","2,570",Feb-25,JALAN MUHIBBAH,Resale,Land,124.7,"27,666",-,Terrace House,1,Freehold,13,Rest of Central Region,-
KEW VALE,"3,350,000","2,396.07","1,398",Feb-25,KEW HEIGHTS,Resale,Land,222.6,"15,049",-,Semi-Detached House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
SELETAR HILLS ESTATE,"4,380,000","3,454.17","1,268",Feb-25,JALAN JARAK,Resale,Land,320.9,"13,649",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
ENG KONG PARK,"4,150,000","1,872.94","2,216",Feb-25,ENG KONG TERRACE,Resale,Land,174,"23,851",-,Terrace House,1,Freehold,21,Rest of Central Region,-
CANARY PARK,"3,960,000","1,905.23","2,078",Feb-25,JALAN SIMPANG BEDOK,Resale,Land,177,"22,373",-,Terrace House,1,Freehold,16,Outside Central Region,-
SENTOSA COVE,"14,800,000","7,934.14","1,865",Feb-25,COVE DRIVE,Resale,Land,737.1,"20,079",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,000,000","1,485.43","2,693",Feb-25,KAMPONG JAVA ROAD,Resale,Land,138,"28,986",-,Terrace House,1,Freehold,09,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,600,000","3,523.06","1,306",Feb-25,JALAN SELAMAT,Resale,Land,327.3,"14,054",-,Terrace House,1,Freehold,14,Outside Central Region,-
LIMAU VILLAS,"2,450,000","2,152.8","1,138",Feb-25,LIMAU RISE,Resale,Land,200,"12,250",-,Terrace House,1,99 yrs lease commencing from 1996,16,Outside Central Region,-
WESTVILLE,"2,150,000","1,616.75","1,330",Feb-25,WESTWOOD TERRACE,Resale,Land,150.2,"14,314",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
OPERA ESTATE,"4,820,000","1,444.53","3,337",Feb-25,FIGARO STREET,Resale,Land,134.2,"35,917",-,Terrace House,1,Freehold,15,Outside Central Region,-
SUNRISE VILLA,"3,800,000","1,885.85","2,015",Feb-25,SUNRISE DRIVE,Resale,Land,175.2,"21,689",-,Terrace House,1,Freehold,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"16,138,000","7,765.15","2,078",Feb-25,WAREHAM ROAD,Resale,Land,721.4,"22,370",-,Detached House,1,Freehold,15,Rest of Central Region,-
LUXUS HILLS,"5,300,000","2,247.52","2,358",Feb-25,LUXUS HILL AVENUE,Resale,Land,208.8,"25,383",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
ISLAND PARK,"5,980,000","4,121.54","1,451",Feb-25,JALAN TAMBUR,Resale,Land,382.9,"15,618",-,Semi-Detached House,1,Freehold,20,Rest of Central Region,-
SERANGOON GARDEN ESTATE,"4,150,000","2,164.64","1,917",Feb-25,HUDDINGTON AVENUE,Resale,Land,201.1,"20,636",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
SEMBAWANG SPRINGS ESTATE,"4,500,000","4,022.51","1,119",Feb-25,JALAN KEMUNING,Resale,Land,373.7,"12,042",-,Semi-Detached House,1,999 yrs lease commencing from 1885,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"8,000,000","5,558.53","1,439",Feb-25,JALAN LAYANG LAYANG,Resale,Land,516.4,"15,492",-,Detached House,1,Freehold,21,Rest of Central Region,-
HAPPY ESTATE,"5,050,000","3,472.47","1,454",Feb-25,THOMSON HEIGHTS,Resale,Land,322.6,"15,654",-,Semi-Detached House,1,Freehold,20,Outside Central Region,-
PARK VILLAS,"2,888,000","1,614.6","1,789",Feb-25,PARK VILLAS RISE,Resale,Land,150,"19,253",-,Terrace House,1,99 yrs lease commencing from 1994,19,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"5,750,000","3,342.22","1,720",Feb-25,JALAN RUKAM,Resale,Land,310.5,"18,519",-,Semi-Detached House,1,Freehold,20,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"1,500,000","3,274.41",458,Feb-25,YIO CHU KANG ROAD,Resale,Land,304.2,"4,931",-,Terrace House,1,99 yrs lease commencing from 1954,19,Outside Central Region,-
OPERA ESTATE,"6,250,000","2,999.93","2,083",Feb-25,CARMEN STREET,Resale,Land,278.7,"22,426",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
MACPHERSON GARDEN ESTATE,"2,380,000",884.8,"2,690",Feb-25,JALAN SETIA,Resale,Land,82.2,"28,954",-,Terrace House,1,Freehold,13,Rest of Central Region,-
GOLDEN HILL ESTATE,"4,200,000","1,680.26","2,500",Feb-25,LI HWAN TERRACE,Resale,Land,156.1,"26,906",-,Terrace House,1,Freehold,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"6,638,000","2,655.48","2,500",Feb-25,TAVISTOCK AVENUE,Resale,Land,246.7,"26,907",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,940,000","2,115.13","1,863",Feb-25,LORONG MARZUKI,Resale,Land,196.5,"20,051",-,Terrace House,1,Freehold,14,Outside Central Region,-
SRI MENANTI ESTATE,"8,800,000","3,613.47","2,435",Feb-25,JERVOIS LANE,Resale,Land,335.7,"26,214",-,Semi-Detached House,1,Freehold,03,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,630,000","4,331.43","1,300",Feb-25,JALAN TELITI,Resale,Land,402.4,"13,991",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"12,800,000","2,815.86","4,546",Feb-25,CAIRNHILL ROAD,Resale,Land,261.6,"48,930",-,Terrace House,1,Freehold,09,Core Central Region,-
LUXUS HILLS,"4,558,000","1,614.6","2,823",Feb-25,LUXUS HILL VIEW,Resale,Land,150,"30,387",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,200,000","2,361.62","3,049",Feb-25,DYSON ROAD,Resale,Land,219.4,"32,817",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
GPL TERRACE,"5,020,000","2,156.03","2,328",Feb-25,KWONG AVENUE,Resale,Land,200.3,"25,062",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,280,000","1,835.26","2,332",Feb-25,EE TEOW LENG ROAD,Resale,Land,170.5,"25,103",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"16,842,000","5,613.43","3,000",Feb-25,JALAN ARNAP,Resale,Land,521.5,"32,295",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
EAST VIEW GARDEN,"4,620,000","3,812.61","1,212",Feb-25,JALAN KUANG,Resale,Land,354.2,"13,043",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
ENG KONG PARK,"5,480,000","3,275.49","1,673",Feb-25,ENG KONG CRESCENT,Resale,Land,304.3,"18,009",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
THE COUNTRYSIDE,"3,750,000","1,816.96","2,064",Feb-25,COUNTRYSIDE PLACE,Resale,Land,168.8,"22,216",-,Terrace House,1,Freehold,26,Outside Central Region,-
TUAN SING PARK,"5,200,000","3,864.28","1,346",Feb-25,DEDAP ROAD,Resale,Land,359,"14,485",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
OPERA ESTATE,"3,680,000","1,602.76","2,296",Feb-25,TERANG BULAN AVENUE,Resale,Land,148.9,"24,715",-,Terrace House,1,Freehold,15,Outside Central Region,-
VALVISTA,"3,168,888","1,843.87","1,719",Feb-25,CHUAN VIEW,Resale,Land,171.3,"18,499",-,Terrace House,1,99 yrs lease commencing from 2001,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,280,000","4,735.08","1,537",Feb-25,JALAN HAJI SALAM,Resale,Land,439.9,"16,549",-,Detached House,1,Freehold,16,Outside Central Region,-
LOYANG VILLAS,"2,580,000","1,614.6","1,598",Feb-25,LOYANG RISE,Resale,Land,150,"17,200",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
TOH ESTATE,"4,050,000","3,154.93","1,284",Feb-25,UPPER CHANGI ROAD NORTH,Resale,Land,293.1,"13,818",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,900,000","2,331.48","1,673",Feb-25,JALAN USAHA,Resale,Land,216.6,"18,006",-,Terrace House,1,Freehold,19,Outside Central Region,-
HOLLAND GREEN,"5,930,000","4,875.02","1,216",Feb-25,HOLLAND GREEN,Resale,Land,452.9,"13,093",-,Detached House,1,99 yrs lease commencing from 1995,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,150,000","3,333.61","1,545",Feb-25,LUCKY VIEW,Resale,Land,309.7,"16,629",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
SERANGOON GARDEN ESTATE,"6,300,000","4,216.26","1,494",Feb-25,FARLEIGH AVENUE,Resale,Land,391.7,"16,084",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
GOLDENHILL VILLAS,"4,520,000","1,614.6","2,799",Feb-25,GOLDEN WALK,Resale,Land,150,"30,133",-,Terrace House,1,Freehold,19,Outside Central Region,-
LOYANG VILLAS,"2,058,888","1,643.66","1,253",Feb-25,LOYANG RISE,Resale,Land,152.7,"13,483",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
HEETON PARK,"3,700,000","1,768.53","2,092",Feb-25,THONG SOON ROAD,Resale,Land,164.3,"22,520",-,Terrace House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,500,000","1,361.65","2,570",Feb-25,LORONG PAYA LEBAR,Resale,Land,126.5,"27,668",-,Terrace House,1,Freehold,19,Rest of Central Region,-
OPERA ESTATE,"4,863,888","1,790.05","2,717",Jan-25,TAMAN SIGLAP,Resale,Land,166.3,"29,248",-,Terrace House,1,Freehold,15,Outside Central Region,-
MOUNT SINAI,"8,750,000","3,328.23","2,629",Jan-25,MOUNT SINAI RISE,Resale,Land,309.2,"28,299",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"13,680,000","4,307.75","3,176",Jan-25,JALAN BAHASA,Resale,Land,400.2,"34,183",-,Detached House,1,Freehold,11,Core Central Region,-
BURGUNDY HILL,"2,915,000","2,393.91","1,218",Jan-25,BURGUNDY DRIVE,Resale,Land,222.4,"13,107",-,Semi-Detached House,1,99 yrs lease commencing from 1995,23,Outside Central Region,-
WATTEN ESTATE,"18,680,000","10,041.74","1,860",Jan-25,SHELFORD ROAD,Resale,Land,932.9,"20,024",-,Detached House,1,Freehold,11,Core Central Region,-
SUNRISE VILLA,"4,300,000","1,673.8","2,569",Jan-25,SUNRISE TERRACE,Resale,Land,155.5,"27,653",-,Terrace House,1,Freehold,28,Outside Central Region,-
REGINA HILL,"9,080,000","4,700.64","1,932",Jan-25,JALAN SELANTING,Resale,Land,436.7,"20,792",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
SEMBAWANG HILLS ESTATE,"3,400,000","2,038.7","1,668",Jan-25,JALAN GELENGGANG,Resale,Land,189.4,"17,951",-,Terrace House,1,Freehold,20,Outside Central Region,-
GOLDEN HILL ESTATE,"4,175,000","2,016.1","2,071",Jan-25,MEI HWAN DRIVE,Resale,Land,187.3,"22,290",-,Terrace House,1,Freehold,20,Outside Central Region,-
KEW VALE,"3,260,000","2,300.27","1,417",Jan-25,KEW DRIVE,Resale,Land,213.7,"15,255",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
FLORIDA PARK,"4,000,000","2,815.86","1,421",Jan-25,SUNRISE WAY,Resale,Land,261.6,"15,291",-,Terrace House,1,Freehold,28,Outside Central Region,-
SERANGOON GARDEN ESTATE,"3,998,000","2,167.87","1,844",Jan-25,TAVISTOCK AVENUE,Resale,Land,201.4,"19,851",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,400,000","2,167.87","2,030",Jan-25,JALAN BAIDURI,Resale,Land,201.4,"21,847",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,550,000","2,898.75","1,915",Jan-25,JALAN ANGIN LAUT,Resale,Land,269.3,"20,609",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
DEDAP GARDENS,"4,800,000","4,706.02","1,020",Jan-25,DEDAP PLACE,Resale,Land,437.2,"10,979",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"58,000,000","16,306.38","3,557",Jan-25,GALLOP PARK,Resale,Land,"1,514.9","38,286",-,Detached House,1,Freehold,10,Core Central Region,-
VICTORIA PARK VILLAS,"5,750,000","2,288.43","2,513",Jan-25,VICTORIA PARK GROVE,Resale,Land,212.6,"27,046",-,Semi-Detached House,1,99 yrs lease commencing from 2013,10,Core Central Region,-
NIM COLLECTION,"4,780,000","3,008.54","1,589",Jan-25,NIM RISE,Resale,Land,279.5,"17,102",-,Semi-Detached House,1,99 yrs lease commencing from 2016,28,Outside Central Region,-
KIM LIN PARK,"10,880,000","3,638.23","2,990",Jan-25,JALAN KELAWAR,Resale,Land,338,"32,189",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"9,800,000","4,213.03","2,326",Jan-25,CORONATION ROAD WEST,Resale,Land,391.4,"25,038",-,Detached House,1,Freehold,10,Core Central Region,-
THE RIVERINA,"3,200,000","2,857.84","1,120",Jan-25,RIVERINA VIEW,Resale,Land,265.5,"12,053",-,Semi-Detached House,1,99 yrs lease commencing from 1996,18,Outside Central Region,-
SERANGOON GARDEN ESTATE,"6,500,000","3,487.54","1,864",Jan-25,CARISBROOKE GROVE,Resale,Land,324,"20,062",-,Semi-Detached House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
SENNETT ESTATE,"3,510,000","1,852.48","1,895",Jan-25,PUAY HEE AVENUE,Resale,Land,172.1,"20,395",-,Terrace House,1,Freehold,13,Rest of Central Region,-
WESTWOOD PARK,"2,400,000","2,260.44","1,062",Jan-25,WESTWOOD DRIVE,Resale,Land,210,"11,429",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
HONG KONG PARK,"9,380,000","4,565.01","2,055",Jan-25,SIAN TUAN AVENUE,Resale,Land,424.1,"22,117",-,Semi-Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
HOLLAND GROVE PARK,"10,000,000","3,980.53","2,512",Jan-25,HOLLAND GROVE DRIVE,Resale,Land,369.8,"27,042",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,158,000","3,783.55","1,363",Jan-25,SOMMERVILLE WALK,Resale,Land,351.5,"14,674",-,Terrace House,1,Freehold,13,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,500,000","3,800.77","1,447",Jan-25,SIGLAP GARDENS,Resale,Land,353.1,"15,576",-,Terrace House,1,Freehold,15,Outside Central Region,-
LENTOR VILLAS,"4,300,000","2,277.66","1,888",Jan-25,LENTOR STREET,Resale,Land,211.6,"20,321",-,Terrace House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"12,150,000","7,316.29","1,661",Jan-25,OCEAN DRIVE,Resale,Land,679.7,"17,876",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
SARACA GARDENS,"3,780,000","2,145.27","1,762",Jan-25,SARACA VIEW,Resale,Land,199.3,"18,966",-,Terrace House,1,Freehold,28,Outside Central Region,-
NIM COLLECTION,"3,620,000","1,686.72","2,146",Jan-25,NIM TERRACE,Resale,Land,156.7,"23,101",-,Terrace House,1,99 yrs lease commencing from 2016,28,Outside Central Region,-
SUNBIRD PARK,"3,488,000","1,614.6","2,160",Jan-25,SUNBIRD ROAD,Resale,Land,150,"23,253",-,Terrace House,1,Freehold,16,Outside Central Region,-
BANYAN PARK,"4,800,000","1,995.65","2,405",Jan-25,CHWEE CHIAN ROAD,Resale,Land,185.4,"25,890",-,Terrace House,1,Freehold,05,Rest of Central Region,-
SERANGOON GARDEN ESTATE,"8,850,000","4,176.43","2,119",Jan-25,PORTCHESTER AVENUE,Resale,Land,388,"22,809",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
SELETAR HILLS ESTATE,"5,200,000","3,284.1","1,583",Jan-25,JALAN JARAK,Resale,Land,305.1,"17,044",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
OPERA ESTATE,"4,350,000","2,373.46","1,833",Jan-25,JALAN BANGSAWAN,Resale,Land,220.5,"19,728",-,Terrace House,1,Freehold,15,Outside Central Region,-
SELETAR HILLS ESTATE,"4,080,000","3,100.03","1,316",Jan-25,JALAN SINDOR,Resale,Land,288,"14,167",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,520,000","2,655.48","2,079",Jan-25,TAVISTOCK AVENUE,Resale,Land,246.7,"22,375",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
LAKESIDE GROVE,"2,600,000","1,609.22","1,616",Jan-25,CORPORATION RISE,Resale,Land,149.5,"17,391",-,Terrace House,1,99 yrs lease commencing from 1996,22,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,750,000","4,364.8",859,Jan-25,LUCKY HEIGHTS,Resale,Land,405.5,"9,248",-,Detached House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,700,000","4,344.35","1,772",Jan-25,LORONG SELANGAT,Resale,Land,403.6,"19,078",-,Semi-Detached House,1,Freehold,13,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,800,000","1,694.25","2,243",Jan-25,ELITE TERRACE,Resale,Land,157.4,"24,142",-,Terrace House,1,Freehold,15,Outside Central Region,-
PALM GROVE TERRACE,"4,020,000","1,632.9","2,462",Jan-25,PALM GROVE AVENUE,Resale,Land,151.7,"26,500",-,Terrace House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
CLEMENTI PARK,"9,700,000","3,870.73","2,506",Jan-25,SUNSET WAY,Resale,Land,359.6,"26,974",-,Terrace House,1,Freehold,21,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,858,000","1,416.54","2,724",Jan-25,BOON TECK ROAD,Resale,Land,131.6,"29,316",-,Terrace House,1,Freehold,12,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,400,000","2,743.74","1,604",Jan-25,GLASGOW ROAD,Resale,Land,254.9,"17,262",-,Terrace House,1,999 yrs lease commencing from 1876,19,Outside Central Region,-
MCMAHON PARK,"9,800,000","3,491.84","2,807",Jan-25,JALAN ISTIMEWA,Resale,Land,324.4,"30,210",-,Semi-Detached House,1,999 yrs lease commencing from 1877,10,Core Central Region,-
TAI HWAN GARDEN,"4,900,000","2,785.72","1,759",Jan-25,TAI HWAN HEIGHTS,Resale,Land,258.8,"18,934",-,Terrace House,1,Freehold,19,Outside Central Region,-
LOYANG VILLAS,"2,510,000","2,034.4","1,234",Jan-25,LOYANG RISE,Resale,Land,189,"13,280",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"9,300,000","3,368.06","2,761",Jan-25,QUEEN'S ROAD,Resale,Land,312.9,"29,722",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
SERANGOON GARDEN ESTATE,"5,238,888","1,839.57","2,848",Jan-25,CARDIFF GROVE,Resale,Land,170.9,"30,655",-,Terrace House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,100,000","2,053.77","2,483",Jan-25,SIXTH AVENUE,Resale,Land,190.8,"26,730",-,Terrace House,1,999 yrs lease commencing from 1876,10,Core Central Region,-
SUNRISE VILLA,"3,380,000","1,641.51","2,059",Jan-25,SUNRISE CLOSE,Resale,Land,152.5,"22,164",-,Terrace House,1,Freehold,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,100,000","2,406.83","2,534",Jan-25,CHAPEL CLOSE,Resale,Land,223.6,"27,281",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"9,680,000","5,566.06","1,739",Jan-25,LORNIE ROAD,Resale,Land,517.1,"18,720",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"6,830,000","4,358.34","1,567",Jan-25,KOON SENG ROAD,Resale,Land,404.9,"16,868",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"11,000,000","4,384.18","2,509",Jan-25,KOVAN ROAD,Resale,Land,407.3,"27,007",-,Detached House,1,Freehold,19,Outside Central Region,-
HILLVIEW GARDEN ESTATE,"4,680,000","2,214.15","2,114",Jan-25,JALAN REMAJA,Resale,Land,205.7,"22,752",-,Terrace House,1,999 yrs lease commencing from 1885,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,500,000","2,656.56","1,694",Jan-25,SIMON PLACE,Resale,Land,246.8,"18,233",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"12,300,000","5,668.32","2,170",Jan-25,STIRLING ROAD,Resale,Land,526.6,"23,357",-,Detached House,1,Freehold,03,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,150,000","1,487.58","2,790",Jan-25,KAMPONG JAVA ROAD,Resale,Land,138.2,"30,029",-,Terrace House,1,Freehold,09,Core Central Region,-
SENNETT ESTATE,"5,400,000","3,378.82","1,598",Jan-25,SIANG KUANG AVENUE,Resale,Land,313.9,"17,203",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
LUXUS HILLS,"4,650,000","1,614.6","2,880",Jan-25,LUXUS HILL VIEW,Resale,Land,150,"31,000",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,208,888","1,665.19","2,528",Jan-25,JANSEN ROAD,Resale,Land,154.7,"27,207",-,Terrace House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
KIMNAN PARK,"3,000,000","2,039.78","1,471",Jan-25,LORONG KEMBANGAN,Resale,Land,189.5,"15,831",-,Terrace House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"11,000,000","4,384.18","2,509",Jan-25,KOVAN ROAD,Resale,Land,407.3,"27,007",-,Detached House,1,Freehold,19,Outside Central Region,-
THOMSON PARK,"4,068,888","1,724.39","2,360",Jan-25,JALAN SEMBILANG,Resale,Land,160.2,"25,399",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,550,000","2,489.71","1,828",Jan-25,EVERGREEN GARDENS,Resale,Land,231.3,"19,671",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
MANDARIN PARK,"5,450,000","3,066.66","1,777",Jan-25,YUK TONG AVENUE,Resale,Land,284.9,"19,130",-,Terrace House,1,Freehold,21,Rest of Central Region,-
