Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE INTERLACE,"1,428,000",807.3,"1,769",Dec-24,DEPOT ROAD,Resale,Strata,75.0,"19,040",-,Condominium,1,99 yrs lease commencing from 2009,4,Rest of Central Region,11 to 15
REFLECTIONS AT KEPPEL BAY,"2,220,000","1,054.87","2,105",Dec-24,KEPPEL BAY VIEW,Resale,Strata,98.0,"22,653",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,36 to 40
DOVER PARKVIEW,"1,400,000",968.76,"1,445",Dec-24,DOVER RISE,Resale,Strata,90.0,"15,556",-,Condominium,1,99 yrs lease commencing from 1993,5,Rest of Central Region,01 to 05
CENTRAL GREEN CONDOMINIUM,"2,140,000","1,291.68","1,657",Dec-24,JALAN MEMBINA,Resale,Strata,120.0,"17,833",-,Condominium,1,99 yrs lease commencing from 1992,3,Rest of Central Region,01 to 05
THE METROPOLITAN CONDOMINIUM,"1,996,800","1,033.34","1,932",Dec-24,ALEXANDRA VIEW,Resale,Strata,96.0,"20,800",-,Condominium,1,99 yrs lease commencing from 2006,3,Rest of Central Region,26 to 30
WHISTLER GRAND,"1,140,000",613.55,"1,858",Dec-24,WEST COAST VALE,Resale,Strata,57.0,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,21 to 25
THE INTERLACE,"1,530,000",807.3,"1,895",Dec-24,DEPOT ROAD,Resale,Strata,75.0,"20,400",-,Condominium,1,99 yrs lease commencing from 2009,4,Rest of Central Region,06 to 10
TWIN VEW,"2,130,000","1,140.98","1,867",Dec-24,WEST COAST VALE,Resale,Strata,106.0,"20,094",-,Apartment,1,99 yrs lease commencing from 2017,5,Outside Central Region,26 to 30
THE INTERLACE,"3,150,000","1,872.94","1,682",Dec-24,DEPOT ROAD,Resale,Strata,174.0,"18,103",-,Condominium,1,99 yrs lease commencing from 2009,4,Rest of Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"1,745,000","1,054.87","1,654",Dec-24,KEPPEL BAY VIEW,Resale,Strata,98.0,"17,806",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,01 to 05
SEASUITES,"955,000",516.67,"1,848",Dec-24,PASIR PANJANG ROAD,Resale,Strata,48.0,"19,896",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05
THE INTERLACE,"3,420,000","2,055.92","1,663",Dec-24,DEPOT ROAD,Resale,Strata,191.0,"17,906",-,Condominium,1,99 yrs lease commencing from 2009,4,Rest of Central Region,01 to 05
THE INTERLACE,"1,770,000","1,044.11","1,695",Dec-24,DEPOT ROAD,Resale,Strata,97.0,"18,247",-,Condominium,1,99 yrs lease commencing from 2009,4,Rest of Central Region,11 to 15
THE VERANDAH RESIDENCES,"961,800",462.85,"2,078",Dec-24,PASIR PANJANG ROAD,Resale,Strata,43.0,"22,367",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05
RESIDENTIAL APARTMENTS,"2,400,000","1,130.22","2,123",Dec-24,YONG SIAK STREET,Resale,Strata,105.0,"22,857",-,Apartment,1,9999 yrs lease commencing from 1963,3,Rest of Central Region,01 to 05
V ON SHENTON,"980,000",452.09,"2,168",Dec-24,SHENTON WAY,Resale,Strata,42.0,"23,333",-,Apartment,1,99 yrs lease commencing from 2011,1,Core Central Region,16 to 20
RIVER PLACE,"1,183,888",678.13,"1,746",Dec-24,HAVELOCK ROAD,Resale,Strata,63.0,"18,792",-,Condominium,1,99 yrs lease commencing from 1995,3,Rest of Central Region,01 to 05
ARTRA,"1,860,000",785.77,"2,367",Dec-24,ALEXANDRA VIEW,Resale,Strata,73.0,"25,479",-,Apartment,1,99 yrs lease commencing from 2016,3,Rest of Central Region,21 to 25
SKYLINE RESIDENCES,"2,900,000","1,291.68","2,245",Dec-24,TELOK BLANGAH ROAD,Resale,Strata,120.0,"24,167",-,Condominium,1,Freehold,4,Rest of Central Region,11 to 15
THE VISION,"1,438,000",904.18,"1,590",Dec-24,WEST COAST CRESCENT,Resale,Strata,84.0,"17,119",-,Condominium,1,99 yrs lease commencing from 2008,5,Outside Central Region,21 to 25
THE OCEANFRONT @ SENTOSA COVE,"2,786,888","1,700.71","1,639",Dec-24,OCEAN DRIVE,Resale,Strata,158.0,"17,639",-,Condominium,1,99 yrs lease commencing from 2005,4,Core Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"1,786,000","1,011.82","1,765",Dec-24,KEPPEL BAY VIEW,Resale,Strata,94.0,"19,000",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,06 to 10
THE CREST,"1,066,000",635.08,"1,679",Dec-24,PRINCE CHARLES CRESCENT,Resale,Strata,59.0,"18,068",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,06 to 10
ALESSANDREA,"2,150,000","1,001.05","2,148",Dec-24,ALEXANDRA ROAD,Resale,Strata,93.0,"23,118",-,Apartment,1,Freehold,3,Rest of Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"2,000,000","1,205.57","1,659",Dec-24,KEPPEL BAY VIEW,Resale,Strata,112.0,"17,857",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,06 to 10
QUEENS,"1,980,000","1,291.68","1,533",Dec-24,STIRLING ROAD,Resale,Strata,120.0,"16,500",-,Condominium,1,99 yrs lease commencing from 1998,3,Rest of Central Region,06 to 10
MARINA BAY RESIDENCES,"6,300,000","2,368.08","2,660",Dec-24,MARINA BOULEVARD,Resale,Strata,220.0,"28,636",-,Condominium,1,99 yrs lease commencing from 2005,1,Core Central Region,26 to 30
THE ROCHESTER RESIDENCES,"1,310,000",839.59,"1,560",Dec-24,ROCHESTER DRIVE,Resale,Strata,78.0,"16,795",-,Apartment,1,99 yrs lease commencing from 2005,5,Rest of Central Region,06 to 10
WHISTLER GRAND,"1,140,000",613.55,"1,858",Dec-24,WEST COAST VALE,Resale,Strata,57.0,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,26 to 30
THE COAST AT SENTOSA COVE,"3,800,000","2,335.79","1,627",Dec-24,OCEAN DRIVE,Resale,Strata,217.0,"17,512",-,Condominium,1,99 yrs lease commencing from 2006,4,Core Central Region,01 to 05
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"2,278,500","1,270.15","1,794",Dec-24,OCEAN WAY,Resale,Strata,118.0,"19,309",-,Condominium,1,99 yrs lease commencing from 2006,4,Core Central Region,01 to 05
REGENT PARK,"1,250,000",979.52,"1,276",Dec-24,JALAN LEMPENG,Resale,Strata,91.0,"13,736",-,Condominium,1,99 yrs lease commencing from 1993,5,Outside Central Region,01 to 05
THE PEAK@BALMEG,"4,360,000","2,604.89","1,674",Dec-24,BALMEG HILL,Resale,Strata,242.0,"18,017",-,Condominium,1,Freehold,5,Rest of Central Region,01 to 05
THE SAIL @ MARINA BAY,"2,450,000","1,313.21","1,866",Dec-24,MARINA BOULEVARD,Resale,Strata,122.0,"20,082",-,Apartment,1,99 yrs lease commencing from 2002,1,Core Central Region,26 to 30
MARINA BAY RESIDENCES,"1,590,000",753.48,"2,110",Dec-24,MARINA BOULEVARD,Resale,Strata,70.0,"22,714",-,Condominium,1,99 yrs lease commencing from 2005,1,Core Central Region,06 to 10
PEOPLE'S PARK COMPLEX,"700,000",409.03,"1,711",Dec-24,PARK ROAD,Resale,Strata,38.0,"18,421",-,Apartment,1,99 yrs lease commencing from 1968,1,Rest of Central Region,21 to 25
STIRLING RESIDENCES,"1,650,000",678.13,"2,433",Dec-24,STIRLING ROAD,Resale,Strata,63.0,"26,190",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,11 to 15
QUEENS PEAK,"1,750,000",807.3,"2,168",Dec-24,DUNDEE ROAD,Resale,Strata,75.0,"23,333",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,11 to 15
DOVER PARKVIEW,"1,420,000",936.47,"1,516",Dec-24,DOVER RISE,Resale,Strata,87.0,"16,322",-,Condominium,1,99 yrs lease commencing from 1993,5,Rest of Central Region,06 to 10
PRINCIPAL GARDEN,"1,660,000",785.77,"2,113",Dec-24,PRINCE CHARLES CRESCENT,Resale,Strata,73.0,"22,740",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,06 to 10
PRINCIPAL GARDEN,"1,900,000",807.3,"2,354",Dec-24,PRINCE CHARLES CRESCENT,Resale,Strata,75.0,"25,333",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,16 to 20
AVENUE SOUTH RESIDENCE,"2,728,888","1,108.69","2,461",Dec-24,SILAT AVENUE,Resale,Strata,103.0,"26,494",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,41 to 45
EMERALD PARK,"1,515,000",925.7,"1,637",Dec-24,INDUS ROAD,Resale,Strata,86.0,"17,616",-,Condominium,1,99 yrs lease commencing from 1991,3,Rest of Central Region,11 to 15
CARIBBEAN AT KEPPEL BAY,"2,650,000","1,334.74","1,985",Dec-24,KEPPEL BAY DRIVE,Resale,Strata,124.0,"21,371",-,Condominium,1,99 yrs lease commencing from 1999,4,Rest of Central Region,01 to 05
COMMONWEALTH TOWERS,"1,000,000",473.62,"2,111",Dec-24,COMMONWEALTH AVENUE,Resale,Strata,44.0,"22,727",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,26 to 30
RIVIERE,"3,250,000","1,173.28","2,770",Dec-24,JIAK KIM STREET,Resale,Strata,109.0,"29,817",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,06 to 10
CARIBBEAN AT KEPPEL BAY,"2,320,000","1,227.1","1,891",Dec-24,KEPPEL BAY DRIVE,Resale,Strata,114.0,"20,351",-,Condominium,1,99 yrs lease commencing from 1999,4,Rest of Central Region,06 to 10
ICON,"1,225,000",699.66,"1,751",Dec-24,GOPENG STREET,Resale,Strata,65.0,"18,846",-,Apartment,1,99 yrs lease commencing from 2002,2,Core Central Region,11 to 15
AVENUE SOUTH RESIDENCE,"3,220,000","1,496.2","2,152",Dec-24,SILAT AVENUE,Resale,Strata,139.0,"23,165",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,11 to 15
MERAPRIME,"2,308,000","1,173.28","1,967",Dec-24,JALAN BUKIT HO SWEE,Resale,Strata,109.0,"21,174",-,Condominium,1,99 yrs lease commencing from 2003,3,Rest of Central Region,01 to 05
ECHELON,"1,940,000",861.12,"2,253",Dec-24,ALEXANDRA VIEW,Resale,Strata,80.0,"24,250",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,36 to 40
THE INTERLACE,"3,100,000","1,765.3","1,756",Dec-24,DEPOT ROAD,Resale,Strata,164.0,"18,902",-,Condominium,1,99 yrs lease commencing from 2009,4,Rest of Central Region,06 to 10
MARINA BAY SUITES,"3,005,000","1,614.6","1,861",Dec-24,CENTRAL BOULEVARD,Resale,Strata,150.0,"20,033",-,Condominium,1,99 yrs lease commencing from 2007,1,Core Central Region,11 to 15
SEASCAPE,"3,980,000","2,174.33","1,830",Dec-24,COVE WAY,Resale,Strata,202.0,"19,703",-,Condominium,1,99 yrs lease commencing from 2007,4,Core Central Region,06 to 10
QUEENS PEAK,"1,990,000",947.23,"2,101",Dec-24,DUNDEE ROAD,Resale,Strata,88.0,"22,614",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,16 to 20
RIVIERE,"2,330,000",818.06,"2,848",Dec-24,JIAK KIM STREET,Resale,Strata,76.0,"30,658",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,16 to 20
THE METROPOLITAN CONDOMINIUM,"4,900,000","2,830.93","1,731",Dec-24,ALEXANDRA VIEW,Resale,Strata,263.0,"18,631",-,Condominium,1,99 yrs lease commencing from 2006,3,Rest of Central Region,41 to 45
PRINCIPAL GARDEN,"1,700,000",785.77,"2,163",Dec-24,PRINCE CHARLES CRESCENT,Resale,Strata,73.0,"23,288",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,11 to 15
DOMAIN 21,"1,771,000",882.65,"2,006",Dec-24,DELTA ROAD,Resale,Strata,82.0,"21,598",-,Condominium,1,99 yrs lease commencing from 2004,3,Rest of Central Region,16 to 20
THE PEAK@BALMEG,"4,818,800","3,067.74","1,571",Dec-24,BALMEG HILL,Resale,Strata,285.0,"16,908",-,Condominium,1,Freehold,5,Rest of Central Region,01 to 05
MARGARET VILLE,"1,988,000",914.94,"2,173",Dec-24,MARGARET DRIVE,Resale,Strata,85.0,"23,388",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,16 to 20
CENTRAL GREEN CONDOMINIUM,"1,405,000",775.01,"1,813",Dec-24,JALAN MEMBINA,Resale,Strata,72.0,"19,514",-,Condominium,1,99 yrs lease commencing from 1992,3,Rest of Central Region,06 to 10
THE SAIL @ MARINA BAY,"2,000,000",979.52,"2,042",Dec-24,MARINA BOULEVARD,Resale,Strata,91.0,"21,978",-,Apartment,1,99 yrs lease commencing from 2002,1,Core Central Region,01 to 05
WATERFRONT @ FABER,"1,770,000","1,173.28","1,509",Dec-24,FABER WALK,Resale,Strata,109.0,"16,239",-,Apartment,1,99 yrs lease commencing from 2013,5,Outside Central Region,01 to 05
WHISTLER GRAND,"1,428,000",764.24,"1,869",Dec-24,WEST COAST VALE,Resale,Strata,71.0,"20,113",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,06 to 10
EMERALD PARK,"1,900,000","1,173.28","1,619",Dec-24,INDUS ROAD,Resale,Strata,109.0,"17,431",-,Condominium,1,99 yrs lease commencing from 1991,3,Rest of Central Region,11 to 15
MARGARET VILLE,"1,420,000",656.6,"2,163",Dec-24,MARGARET DRIVE,Resale,Strata,61.0,"23,279",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,31 to 35
REFLECTIONS AT KEPPEL BAY,"1,818,000","1,108.69","1,640",Dec-24,KEPPEL BAY VIEW,Resale,Strata,103.0,"17,650",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,01 to 05
ECHELON,"1,973,888",861.12,"2,292",Dec-24,ALEXANDRA VIEW,Resale,Strata,80.0,"24,674",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,36 to 40
76 SHENTON,"1,190,000",592.02,"2,010",Dec-24,SHENTON WAY,Resale,Strata,55.0,"21,636",-,Apartment,1,99 yrs lease commencing from 2007,2,Core Central Region,21 to 25
STIRLING RESIDENCES,"1,480,000",656.6,"2,254",Dec-24,STIRLING ROAD,Resale,Strata,61.0,"24,262",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,26 to 30
ROBINSON SUITES,"1,150,000",495.14,"2,323",Dec-24,ROBINSON ROAD,Resale,Strata,46.0,"25,000",-,Apartment,1,Freehold,1,Core Central Region,26 to 30
THE CLIFT,"1,100,000",527.44,"2,086",Dec-24,MCCALLUM STREET,Resale,Strata,49.0,"22,449",-,Apartment,1,99 yrs lease commencing from 2004,1,Core Central Region,21 to 25
WHISTLER GRAND,"1,168,000",613.55,"1,904",Dec-24,WEST COAST VALE,Resale,Strata,57.0,"20,491",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,31 to 35
THE ANCHORAGE,"3,255,000","1,765.3","1,844",Dec-24,ALEXANDRA ROAD,Resale,Strata,164.0,"19,848",-,Condominium,1,Freehold,3,Rest of Central Region,11 to 15
QUEENS PEAK,"1,518,000",775.01,"1,959",Dec-24,DUNDEE ROAD,Resale,Strata,72.0,"21,083",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,11 to 15
AVENUE SOUTH RESIDENCE,"1,475,000",731.95,"2,015",Dec-24,SILAT AVENUE,Resale,Strata,68.0,"21,691",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"3,550,000","1,345.5","2,638",Dec-24,STIRLING ROAD,Resale,Strata,125.0,"28,400",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,21 to 25
RIVER PLACE,"1,500,000",818.06,"1,834",Dec-24,HAVELOCK ROAD,Resale,Strata,76.0,"19,737",-,Condominium,1,99 yrs lease commencing from 1995,3,Rest of Central Region,01 to 05
PRINCIPAL GARDEN,"895,000",484.38,"1,848",Dec-24,PRINCE CHARLES CRESCENT,Resale,Strata,45.0,"19,889",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,01 to 05
THE FORESTA @ MOUNT FABER,"860,000",430.56,"1,997",Dec-24,WISHART ROAD,Resale,Strata,40.0,"21,500",-,Condominium,1,Freehold,4,Rest of Central Region,01 to 05
THE CREST,"2,378,000","1,184.04","2,008",Dec-24,PRINCE CHARLES CRESCENT,Resale,Strata,110.0,"21,618",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"1,825,000","1,119.46","1,630",Dec-24,KEPPEL BAY VIEW,Resale,Strata,104.0,"17,548",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,01 to 05
THE SAIL @ MARINA BAY,"1,160,000",613.55,"1,891",Dec-24,MARINA BOULEVARD,Resale,Strata,57.0,"20,351",-,Apartment,1,99 yrs lease commencing from 2002,1,Core Central Region,36 to 40
MARGARET VILLE,"1,188,888",527.44,"2,254",Dec-24,MARGARET DRIVE,Resale,Strata,49.0,"24,263",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,11 to 15
HARVEST MANSIONS,"2,570,000","1,980.58","1,298",Dec-24,HAVELOCK ROAD,Resale,Strata,184.0,"13,967",-,Apartment,1,99 yrs lease commencing from 1993,3,Rest of Central Region,06 to 10
WATERFRONT @ FABER,"1,630,000","1,065.64","1,530",Dec-24,FABER WALK,Resale,Strata,99.0,"16,465",-,Apartment,1,99 yrs lease commencing from 2013,5,Outside Central Region,01 to 05
PARC RIVIERA,"990,000",602.78,"1,642",Dec-24,WEST COAST VALE,Resale,Strata,56.0,"17,679",-,Condominium,1,99 yrs lease commencing from 2015,5,Outside Central Region,21 to 25
STIRLING RESIDENCES,"1,490,000",656.6,"2,269",Dec-24,STIRLING ROAD,Resale,Strata,61.0,"24,426",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,26 to 30
WHISTLER GRAND,"2,360,000","1,270.15","1,858",Dec-24,WEST COAST VALE,Resale,Strata,118.0,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,16 to 20
THE CLIFT,"1,080,000",527.44,"2,048",Dec-24,MCCALLUM STREET,Resale,Strata,49.0,"22,041",-,Apartment,1,99 yrs lease commencing from 2004,1,Core Central Region,21 to 25
MENDON SPRING,"1,350,000","1,054.87","1,280",Dec-24,PASIR PANJANG ROAD,Resale,Strata,98.0,"13,776",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05
BOTANNIA,"2,230,000","1,270.15","1,756",Dec-24,WEST COAST PARK,Resale,Strata,118.0,"18,898",-,Condominium,1,956 yrs lease commencing from 1928,5,Outside Central Region,01 to 05
SPOTTISWOODE RESIDENCES,"1,310,000",592.02,"2,213",Dec-24,SPOTTISWOODE PARK ROAD,Resale,Strata,55.0,"23,818",-,Condominium,1,Freehold,2,Rest of Central Region,26 to 30
THE PEAK@BALMEG,"3,300,000","1,754.53","1,881",Dec-24,BALMEG HILL,Resale,Strata,163.0,"20,245",-,Condominium,1,Freehold,5,Rest of Central Region,01 to 05
ONE SHENTON,"1,450,000",850.36,"1,705",Dec-24,SHENTON WAY,Resale,Strata,79.0,"18,354",-,Apartment,1,99 yrs lease commencing from 2005,1,Core Central Region,26 to 30
WHISTLER GRAND,"1,395,000",764.24,"1,825",Dec-24,WEST COAST VALE,Resale,Strata,71.0,"19,648",-,Apartment,1,99 yrs lease commencing from 2018,5,Outside Central Region,16 to 20
THE PARC CONDOMINIUM,"2,900,000","1,517.72","1,911",Dec-24,WEST COAST WALK,Resale,Strata,141.0,"20,567",-,Condominium,1,Freehold,5,Outside Central Region,01 to 05
THE INTERLACE,"1,765,000","1,044.11","1,690",Dec-24,DEPOT ROAD,Resale,Strata,97.0,"18,196",-,Condominium,1,99 yrs lease commencing from 2009,4,Rest of Central Region,11 to 15
MARINA ONE RESIDENCES,"1,520,000",753.48,"2,017",Dec-24,MARINA WAY,Resale,Strata,70.0,"21,714",-,Apartment,1,99 yrs lease commencing from 2011,1,Core Central Region,06 to 10
DOVER PARKVIEW,"1,328,000",968.76,"1,371",Dec-24,DOVER RISE,Resale,Strata,90.0,"14,756",-,Condominium,1,99 yrs lease commencing from 1993,5,Rest of Central Region,11 to 15
DOVER PARKVIEW,"1,365,000",936.47,"1,458",Dec-24,DOVER RISE,Resale,Strata,87.0,"15,690",-,Condominium,1,99 yrs lease commencing from 1993,5,Rest of Central Region,06 to 10
PALM GREEN,"1,780,000","1,291.68","1,378",Dec-24,PASIR PANJANG ROAD,Resale,Strata,120.0,"14,833",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05
THE OCEANFRONT @ SENTOSA COVE,"3,380,000","2,012.87","1,679",Dec-24,OCEAN DRIVE,Resale,Strata,187.0,"18,075",-,Condominium,1,99 yrs lease commencing from 2005,4,Core Central Region,01 to 05
BLUE HORIZON,"1,638,888","1,151.75","1,423",Dec-24,WEST COAST CRESCENT,Resale,Strata,107.0,"15,317",-,Condominium,1,99 yrs lease commencing from 2000,5,Outside Central Region,11 to 15
BLUE HORIZON,"1,640,000","1,151.75","1,424",Dec-24,WEST COAST CRESCENT,Resale,Strata,107.0,"15,327",-,Condominium,1,99 yrs lease commencing from 2000,5,Outside Central Region,16 to 20
VILLAGE @ PASIR PANJANG,"2,030,000","1,560.78","1,301",Dec-24,PASIR PANJANG ROAD,Resale,Strata,145.0,"14,000",-,Condominium,1,Freehold,5,Rest of Central Region,01 to 05
FABER CREST,"1,568,888","1,259.39","1,246",Dec-24,FABER HEIGHTS,Resale,Strata,117.0,"13,409",-,Condominium,1,99 yrs lease commencing from 1996,5,Outside Central Region,01 to 05
THE STELLAR,"2,410,000","1,334.74","1,806",Dec-24,WEST COAST ROAD,Resale,Strata,124.0,"19,435",-,Condominium,1,Freehold,5,Outside Central Region,01 to 05
CARIBBEAN AT KEPPEL BAY,"4,200,000","2,691","1,561",Dec-24,KEPPEL BAY DRIVE,Resale,Strata,250.0,"16,800",-,Condominium,1,99 yrs lease commencing from 1999,4,Rest of Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,280,000",656.6,"1,949",Dec-24,SILAT AVENUE,Resale,Strata,61.0,"20,984",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,01 to 05
DOVER PARKVIEW,"1,300,000",936.47,"1,388",Dec-24,DOVER RISE,Resale,Strata,87.0,"14,943",-,Condominium,1,99 yrs lease commencing from 1993,5,Rest of Central Region,06 to 10
HERITAGE VIEW,"2,501,000","1,506.96","1,660",Dec-24,DOVER RISE,Resale,Strata,140.0,"17,864",-,Condominium,1,99 yrs lease commencing from 1996,5,Rest of Central Region,11 to 15
SPOTTISWOODE PARK,"988,000",850.36,"1,162",Dec-24,SPOTTISWOODE PARK ROAD,Resale,Strata,79.0,"12,506",-,Apartment,1,93 yrs lease commencing from 1979,2,Rest of Central Region,11 to 15
SKYLINE RESIDENCES,"1,043,000",484.38,"2,153",Dec-24,TELOK BLANGAH ROAD,Resale,Strata,45.0,"23,178",-,Condominium,1,Freehold,4,Rest of Central Region,06 to 10
ASCENTIA SKY,"2,030,000",958,"2,119",Dec-24,ALEXANDRA VIEW,Resale,Strata,89.0,"22,809",-,Condominium,1,99 yrs lease commencing from 2008,3,Rest of Central Region,26 to 30
THE SAIL @ MARINA BAY,"1,735,000",882.65,"1,966",Dec-24,MARINA BOULEVARD,Resale,Strata,82.0,"21,159",-,Apartment,1,99 yrs lease commencing from 2002,1,Core Central Region,61 to 65
THE BERTH BY THE COVE,"2,580,000","1,668.42","1,546",Dec-24,OCEAN DRIVE,Resale,Strata,155.0,"16,645",-,Condominium,1,99 yrs lease commencing from 2004,4,Core Central Region,01 to 05
PARC RIVIERA,"1,158,000",710.42,"1,630",Dec-24,WEST COAST VALE,Resale,Strata,66.0,"17,545",-,Condominium,1,99 yrs lease commencing from 2015,5,Outside Central Region,11 to 15
TWIN VEW,"1,258,000",742.72,"1,694",Dec-24,WEST COAST VALE,Resale,Strata,69.0,"18,232",-,Apartment,1,99 yrs lease commencing from 2017,5,Outside Central Region,06 to 10
HORIZON RESIDENCES,"1,980,000","1,001.05","1,978",Dec-24,PASIR PANJANG HILL,Resale,Strata,93.0,"21,290",-,Condominium,1,Freehold,5,Rest of Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"2,854,000","1,367.03","2,088",Dec-24,KEPPEL BAY VIEW,Resale,Strata,127.0,"22,472",-,Condominium,1,99 yrs lease commencing from 2006,4,Rest of Central Region,16 to 20
CRAIG PLACE,"1,450,000",731.95,"1,981",Dec-24,CRAIG ROAD,Resale,Strata,68.0,"21,324",-,Apartment,1,99 yrs lease commencing from 1997,2,Rest of Central Region,11 to 15
